Type,Number
Local rate,1300004714
Local rate,1300004715
Local rate,1300004716
Local rate,1300004717
Local rate,1300004718
Local rate,1300004719
Local rate,1300004720
Local rate,1300004725
Local rate,1300004726
Local rate,1300004728
Local rate,1300004729
Local rate,1300004730
Local rate,1300004731
Local rate,1300004733
Local rate,1300004734
Local rate,1300004735
Local rate,1300004736
Local rate,1300004738
Local rate,1300004739
Local rate,1300004740
Local rate,1300004741
Local rate,1300004743
Local rate,1300004744
Local rate,1300004745
Local rate,1300004749
Local rate,1300004750
Local rate,1300004751
Local rate,1300004752
Local rate,1300004753
Local rate,1300004754
Local rate,1300004755
Local rate,1300004756
Local rate,1300004757
Local rate,1300004759
Local rate,1300004760
Local rate,1300004761
Local rate,1300004763
Local rate,1300004764
Local rate,1300004765
Local rate,1300004766
Local rate,1300004767
Local rate,1300004768
Local rate,1300004771
Local rate,1300004775
Local rate,1300004776
Local rate,1300004778
Local rate,1300004779
Local rate,1300004780
Local rate,1300004781
Local rate,1300004782
Local rate,1300004783
Local rate,1300004784
Local rate,1300004785
Local rate,1300004787
Local rate,1300004788
Local rate,1300004789
Local rate,1300004790
Local rate,1300004791
Local rate,1300004792
Local rate,1300004793
Local rate,1300004794
Local rate,1300004796
Local rate,1300004797
Local rate,1300004798
Local rate,1300004799
Local rate,1300004801
Local rate,1300004803
Local rate,1300004804
Local rate,1300004805
Local rate,1300004806
Local rate,1300004807
Local rate,1300004808
Local rate,1300004809
Local rate,1300004811
Local rate,1300004812
Local rate,1300004813
Local rate,1300004815
Local rate,1300004816
Local rate,1300004817
Local rate,1300004818
Local rate,1300004819
Local rate,1300004820
Local rate,1300004821
Local rate,1300004823
Local rate,1300004825
Local rate,1300004826
Local rate,1300004827
Local rate,1300004828
Local rate,1300004829
Local rate,1300004830
Local rate,1300004833
Local rate,1300004834
Local rate,1300004835
Local rate,1300004837
Local rate,1300004839
Local rate,1300004840
Local rate,1300004841
Local rate,1300004843
Local rate,1300004845
Local rate,1300004846
Local rate,1300004849
Local rate,1300004850
Local rate,1300004851
Local rate,1300004852
Local rate,1300004853
Local rate,1300004854
Local rate,1300004855
Local rate,1300004856
Local rate,1300004857
Local rate,1300004859
Local rate,1300004860
Local rate,1300004861
Local rate,1300004862
Local rate,1300004864
Local rate,1300004865
Local rate,1300004866
Local rate,1300004867
Local rate,1300004870
Local rate,1300004871
Local rate,1300004873
Local rate,1300004874
Local rate,1300004875
Local rate,1300004876
Local rate,1300004879
Local rate,1300004881
Local rate,1300004882
Local rate,1300004883
Local rate,1300004884
Local rate,1300004885
Local rate,1300004890
Local rate,1300004891
Local rate,1300004892
Local rate,1300004893
Local rate,1300004894
Local rate,1300004895
Local rate,1300004896
Local rate,1300004897
Local rate,1300004898
Local rate,1300004899
Local rate,1300004900
Local rate,1300004932
Local rate,1300004934
Local rate,1300004935
Local rate,1300004936
Local rate,1300004937
Local rate,1300004938
Local rate,1300004939
Local rate,1300004940
Local rate,1300004941
Local rate,1300004942
Local rate,1300004943
Local rate,1300004944
Local rate,1300004945
Local rate,1300004946
Local rate,1300004947
Local rate,1300004948
Local rate,1300004949
Local rate,1300004950
Local rate,1300004951
Local rate,1300004952
Local rate,1300004953
Local rate,1300004955
Local rate,1300004956
Local rate,1300004957
Local rate,1300004958
Local rate,1300004959
Local rate,1300004960
Local rate,1300004961
Local rate,1300004966
Local rate,1300004969
Local rate,1300004970
Local rate,1300004975
Local rate,1300004977
Local rate,1300004978
Local rate,1300004981
Local rate,1300004983
Local rate,1300004984
Local rate,1300004985
Local rate,1300004986
Local rate,1300004987
Local rate,1300004989
Local rate,1300004990
Local rate,1300004991
Local rate,1300004992
Local rate,1300004993
Local rate,1300004994
Local rate,1300004995
Local rate,1300004996
Local rate,1300004997
Local rate,1300004998
Local rate,1300004999
Local rate,1300005010
Local rate,1300005011
Local rate,1300005012
Local rate,1300005013
Local rate,1300005017
Local rate,1300005019
Local rate,1300005023
Local rate,1300005024
Local rate,1300005025
Local rate,1300005030
Local rate,1300005031
Local rate,1300005038
Local rate,1300005041
Local rate,1300005042
Local rate,1300005043
Local rate,1300005044
Local rate,1300005045
Local rate,1300005046
Local rate,1300005047
Local rate,1300005048
Local rate,1300005049
Local rate,1300005051
Local rate,1300005053
Local rate,1300005054
Local rate,1300005056
Local rate,1300005057
Local rate,1300005059
Local rate,1300005061
Local rate,1300005062
Local rate,1300005063
Local rate,1300005064
Local rate,1300005065
Local rate,1300005066
Local rate,1300005067
Local rate,1300005068
Local rate,1300005069
Local rate,1300005070
Local rate,1300005072
Local rate,1300005073
Local rate,1300005074
Local rate,1300005075
Local rate,1300005076
Local rate,1300005077
Local rate,1300005078
Local rate,1300005079
Local rate,1300005080
Local rate,1300005081
Local rate,1300005082
Local rate,1300005083
Local rate,1300005084
Local rate,1300005085
Local rate,1300005086
Local rate,1300005087
Local rate,1300005088
Local rate,1300005089
Local rate,1300005090
Local rate,1300005091
Local rate,1300005092
Local rate,1300005093
Local rate,1300005094
Local rate,1300005095
Local rate,1300005096
Local rate,1300005097
Local rate,1300005098
Local rate,1300005099
Local rate,1300005101
Local rate,1300005102
Local rate,1300005103
Local rate,1300005104
Local rate,1300005105
Local rate,1300005106
Local rate,1300005107
Local rate,1300005108
Local rate,1300005109
Local rate,1300005110
Local rate,1300005111
Local rate,1300005112
Local rate,1300005113
Local rate,1300005114
Local rate,1300005115
Local rate,1300005116
Local rate,1300005117
Local rate,1300005118
Local rate,1300005119
Local rate,1300005120
Local rate,1300005121
Local rate,1300005122
Local rate,1300005124
Local rate,1300005125
Local rate,1300005126
Local rate,1300005127
Local rate,1300005128
Local rate,1300005129
Local rate,1300005131
Local rate,1300005134
Local rate,1300005136
Local rate,1300005137
Local rate,1300005138
Local rate,1300005139
Local rate,1300005140
Local rate,1300005141
Local rate,1300005143
Local rate,1300005144
Local rate,1300005146
Local rate,1300005147
Local rate,1300005149
Local rate,1300005151
Local rate,1300005152
Local rate,1300005154
Local rate,1300005155
Local rate,1300005157
Local rate,1300005158
Local rate,1300005159
Local rate,1300005161
Local rate,1300005162
Local rate,1300005163
Local rate,1300005164
Local rate,1300005166
Local rate,1300005167
Local rate,1300005168
Local rate,1300005169
Local rate,1300005171
Local rate,1300005172
Local rate,1300005173
Local rate,1300005174
Local rate,1300005176
Local rate,1300005177
Local rate,1300005178
Local rate,1300005179
Local rate,1300005180
Local rate,1300005181
Local rate,1300005182
Local rate,1300005184
Local rate,1300005185
Local rate,1300005186
Local rate,1300005187
Local rate,1300005188
Local rate,1300005189
Local rate,1300005190
Local rate,1300005191
Local rate,1300005192
Local rate,1300005193
Local rate,1300005194
Local rate,1300005195
Local rate,1300005196
Local rate,1300005197
Local rate,1300005198
Local rate,1300005199
Local rate,1300005201
Local rate,1300005202
Local rate,1300005203
Local rate,1300005204
Local rate,1300005206
Local rate,1300005207
Local rate,1300005209
Local rate,1300005210
Local rate,1300005211
Local rate,1300005212
Local rate,1300005213
Local rate,1300005214
Local rate,1300005215
Local rate,1300005216
Local rate,1300005217
Local rate,1300005218
Local rate,1300005219
Local rate,1300005221
Local rate,1300005223
Local rate,1300005224
Local rate,1300005226
Local rate,1300005228
Local rate,1300005229
Local rate,1300005230
Local rate,1300005231
Local rate,1300005232
Local rate,1300005235
Local rate,1300005236
Local rate,1300005237
Local rate,1300005238
Local rate,1300005239
Local rate,1300005240
Local rate,1300005241
Local rate,1300005242
Local rate,1300005243
Local rate,1300005244
Local rate,1300005245
Local rate,1300005248
Local rate,1300005249
Local rate,1300005251
Local rate,1300005253
Local rate,1300005254
Local rate,1300005255
Local rate,1300005256
Local rate,1300005257
Local rate,1300005258
Local rate,1300005259
Local rate,1300005260
Local rate,1300005261
Local rate,1300005262
Local rate,1300005265
Local rate,1300005266
Local rate,1300005268
Local rate,1300005269
Local rate,1300005270
Local rate,1300005271
Local rate,1300005273
Local rate,1300005275
Local rate,1300005276
Local rate,1300005277
Local rate,1300005280
Local rate,1300005283
Local rate,1300005284
Local rate,1300005285
Local rate,1300005286
Local rate,1300005287
Local rate,1300005289
Local rate,1300005290
Local rate,1300005291
Local rate,1300005293
Local rate,1300005294
Local rate,1300005295
Local rate,1300005298
Local rate,1300005299
Local rate,1300005301
Local rate,1300005302
Local rate,1300005303
Local rate,1300005304
Local rate,1300005305
Local rate,1300005306
Local rate,1300005307
Local rate,1300005308
Local rate,1300005309
Local rate,1300005310
Local rate,1300005311
Local rate,1300005312
Local rate,1300005313
Local rate,1300005314
Local rate,1300005315
Local rate,1300005316
Local rate,1300005317
Local rate,1300005318
Local rate,1300005319
Local rate,1300005320
Local rate,1300005322
Local rate,1300005323
Local rate,1300005324
Local rate,1300005325
Local rate,1300005326
Local rate,1300005328
Local rate,1300005329
Local rate,1300005330
Local rate,1300005331
Local rate,1300005334
Local rate,1300005335
Local rate,1300005336
Local rate,1300005337
Local rate,1300005338
Local rate,1300005340
Local rate,1300005341
Local rate,1300005342
Local rate,1300005343
Local rate,1300005344
Local rate,1300005345
Local rate,1300005346
Local rate,1300005347
Local rate,1300005349
Local rate,1300005350
Local rate,1300005351
Local rate,1300005352
Local rate,1300005353
Local rate,1300005354
Local rate,1300005355
Local rate,1300005357
Local rate,1300005358
Local rate,1300005359
Local rate,1300005360
Local rate,1300005361
Local rate,1300005362
Local rate,1300005364
Local rate,1300005365
Local rate,1300005366
Local rate,1300005367
Local rate,1300005370
Local rate,1300005372
Local rate,1300005373
Local rate,1300005374
Local rate,1300005375
Local rate,1300005376
Local rate,1300005377
Local rate,1300005378
Local rate,1300005379
Local rate,1300005380
Local rate,1300005381
Local rate,1300005382
Local rate,1300005383
Local rate,1300005385
Local rate,1300005387
Local rate,1300005388
Local rate,1300005391
Local rate,1300005392
Local rate,1300005393
Local rate,1300005394
Local rate,1300005395
Local rate,1300005396
Local rate,1300005398
Local rate,1300005399
Local rate,1300005401
Local rate,1300005402
Local rate,1300005403
Local rate,1300005404
Local rate,1300005405
Local rate,1300005406
Local rate,1300005407
Local rate,1300005408
Local rate,1300005410
Local rate,1300005411
Local rate,1300005412
Local rate,1300005413
Local rate,1300005414
Local rate,1300005415
Local rate,1300005416
Local rate,1300005417
Local rate,1300005418
Local rate,1300005419
Local rate,1300005421
Local rate,1300005422
Local rate,1300005423
Local rate,1300005425
Local rate,1300005427
Local rate,1300005428
Local rate,1300005429
Local rate,1300005430
Local rate,1300005431
Local rate,1300005432
Local rate,1300005434
Local rate,1300005435
Local rate,1300005437
Local rate,1300005439
Local rate,1300005440
Local rate,1300005441
Local rate,1300005442
Local rate,1300005443
Local rate,1300005445
Local rate,1300005446
Local rate,1300005447
Local rate,1300005448
Local rate,1300005449
Local rate,1300005450
Local rate,1300005451
Local rate,1300005453
Local rate,1300005454
Local rate,1300005455
Local rate,1300005456
Local rate,1300005457
Local rate,1300005458
Local rate,1300005459
Local rate,1300005460
Local rate,1300005461
Local rate,1300005465
Local rate,1300005467
Local rate,1300005468
Local rate,1300005469
Local rate,1300005470
Local rate,1300005471
Local rate,1300005473
Local rate,1300005474
Local rate,1300005475
Local rate,1300005477
